olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID44804	O43639	Cytoplasmic protein NCK2	NCK2	NCK2	8440	NCK2	HGNC:7665	NCK2	NCK2	protein_coding	2	106361520	106510730	+	105744912	105894274	+	O43639
OID44805	Q92692	Nectin-2	NECTIN2	NECTIN2	5819	NECTIN2	HGNC:9707	NECTIN2	NECTIN2	protein_coding	19	45349393	45392485	+	44846175	44889223	+	Q92692
OID44806	Q96NY8	Nectin-4	NECTIN4	NECTIN4	81607	NECTIN4	HGNC:19688	NECTIN4	NECTIN4	protein_coding	1	161040781	161059385	-	161070998	161089558	-	Q96NY8
OID44807	Q92832	Protein kinase C-binding protein NELL1	NELL1	NELL1	4745	NELL1	HGNC:7750	NELL1	NELL1	protein_coding	11	20691117	21597229	+	20669551	21575686	+	Q92832
OID44808	Q99435	Protein kinase C-binding protein NELL2	NELL2	NELL2	4753	NELL2	HGNC:7751	NELL2	NELL2	protein_coding	12	44902058	45307711	-	44508275	44921848	-	Q99435
OID44809	Q15653	NF-kappa-B inhibitor beta	NFKBIB	NFKBIB	4793	NFKBIB	HGNC:7798	NFKBIB	NFKBIB	protein_coding	19	39390340	39399534	+	38899700	38908893	+	Q15653
OID44810	P08138	Tumor necrosis factor receptor superfamily member 16	NGFR	NGFR	4804	NGFR	HGNC:7809	NGFR	NGFR	protein_coding	17	47572655	47592382	+	49495293	49515008	+	P08138
OID44811	Q5JS37	NHL repeat-containing protein 3	NHLRC3	NHLRC3	387921	NHLRC3	HGNC:33751	NHLRC3	NHLRC3	protein_coding	13	39612448	39624244	+	39038306	39050109	+	Q5JS37
OID44812	Q9NQR4	Omega-amidase NIT2	NIT2	NIT2	56954	NIT2	HGNC:29878	NIT2	NIT2	protein_coding	3	100053562	100074478	+	100334739	100361635	+	Q9NQR4
OID44813	Q13232	Nucleoside diphosphate kinase 3	NME3	NME3	4832	NME3	HGNC:7851	NME3	NME3	protein_coding	16	1820321	1821710	-	1770320	1771561	-	Q13232
OID44814	O60936	Nucleolar protein 3	NOL3	NOL3	8996	NOL3	HGNC:7869	NOL3	NOL3	protein_coding	16	67204400	67209640	+	67170154	67175737	+	O60936
OID44815	Q9NQX5	Neural proliferation differentiation and control protein 1	NPDC1	NPDC1	56654	NPDC1	HGNC:7899	NPDC1	NPDC1	protein_coding	9	139933909	139940676	-	137039463	137046179	-	Q9NQX5
OID44816	Q9BXD5	N-acetylneuraminate lyase	NPL	NPL	80896	NPL	HGNC:16781	NPL	NPL	protein_coding	1	182758584	182799519	+	182789293	182830384	+	Q9BXD5
OID44817	O95502	Neuronal pentraxin receptor	NPTXR	NPTXR	23467	NPTXR	HGNC:7954	NPTXR	NPTXR	protein_coding	22	39214456	39240017	-	38818452	38844028	-	O95502
OID44818	Q92823	Neuronal cell adhesion molecule	NRCAM	NRCAM	4897	NRCAM	HGNC:7994	NRCAM	NRCAM	protein_coding	7	107788071	108096841	-	108147623	108456717	-	Q92823
OID44819	Q9UNZ2	NSFL1 cofactor p47	NSFL1C	NSFL1C	55968	NSFL1C	HGNC:15912	NSFL1C	NSFL1C	protein_coding	20	1422807	1448337	-	1442162	1466918	-	Q9UNZ2
OID44821	P21589	5'-nucleotidase	NT5E	NT5E	4907	NT5E	HGNC:8021	NT5E	NT5E	protein_coding	6	86159302	86205509	+	85449584	85495791	+	P21589
OID44822	NT-proBNP	N-terminal prohormone of brain natriuretic peptide	NT-proBNP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID44823	Q16620	BDNF/NT-3 growth factors receptor	NTRK2	NTRK2	4915	NTRK2	HGNC:8032	NTRK2	NTRK2	protein_coding	9	87283466	87638505	+	84668375	85095751	+	Q16620
OID44824	Q16288	NT-3 growth factor receptor	NTRK3	NTRK3	4916	NTRK3	HGNC:8033	NTRK3	NTRK3	protein_coding	15	88419988	88799962	-	87859751	88256791	-	Q16288
OID44825	Q6UX06	Olfactomedin-4	OLFM4	OLFM4	10562	OLFM4	HGNC:17190	OLFM4	OLFM4	protein_coding	13	53602876	53626196	+	53028813	53052057	+	Q6UX06
OID44826	P78380	Oxidized low-density lipoprotein receptor 1	OLR1	OLR1	4973	OLR1	HGNC:8133	OLR1	OLR1	protein_coding	12	10310899	10324790	-	10158301	10172138	-	P78380
OID44827	Q99983	Osteomodulin	OMD	OMD	4958	OMD	HGNC:8134	OMD	OMD	protein_coding	9	95176527	95186836	-	92412380	92424471	-	Q99983
OID44828	Q8IYS5	Osteoclast-associated immunoglobulin-like receptor	OSCAR	OSCAR	126014	OSCAR	HGNC:29960	OSCAR	OSCAR	protein_coding	19	54597933	54605994	-	54094668	54102692	-	Q8IYS5
OID44829	P01178	Oxytocin-neurophysin 1	OXT	OXT	5020	OXT	HGNC:8528	OXT	OXT	protein_coding	20	3052266	3053162	+	3071620	3072517	+	P01178
OID44830	P07237	Protein disulfide-isomerase	P4HB	P4HB	5034	P4HB	HGNC:8548	P4HB	P4HB	protein_coding	17	79801034	79818544	-	81843159	81860856	-	P07237
OID44831	Q9BUH6	Protein PAXX	PAXX	PAXX	286257	PAXX	HGNC:27849	PAXX	PAXX	protein_coding	9	139886870	139888428	+	136992422	136993984	+	Q9BUH6
OID44832	P61457	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	PCBD1	5092	PCBD1	HGNC:8646	PCBD1	PCBD1	protein_coding	10	72643267	72648541	-	70882280	70888565	-	P61457
OID44834	O14917	Protocadherin-17	PCDH17	PCDH17	27253	PCDH17	HGNC:14267	PCDH17	PCDH17	protein_coding	13	58205789	58303065	+	57631744	57729311	+	O14917
OID44835	Q13442	28 kDa heat- and acid-stable phosphoprotein	PDAP1	PDAP1	11333	PDAP1	HGNC:14634	PDAP1	PDAP1	protein_coding	7	98992298	99006305	-	99392048	99408597	-	Q13442
OID44836	O14737	Programmed cell death protein 5	PDCD5	PDCD5	9141	PDCD5	HGNC:8764	PDCD5	PDCD5	protein_coding	19	33072094	33078358	+	32581190	32587453	+	O14737
OID44837	O75340	Programmed cell death protein 6	PDCD6	PDCD6	10016	PDCD6	HGNC:8765	PDCD6	PDCD6	protein_coding	5	271736	315089	+	271621	314974	+	O75340
OID44838	O76074	cGMP-specific 3',5'-cyclic phosphodiesterase	PDE5A	PDE5A	8654	PDE5A	HGNC:8784	PDE5A	PDE5A	protein_coding	4	120415550	120549981	-	119494397	119628804	-	O76074
OID44839	P01127	Platelet-derived growth factor subunit B	PDGFB	PDGFB	5155	PDGFB	HGNC:8800	PDGFB	PDGFB	protein_coding	22	39619685	39640957	-	39223359	39244982	-	P01127
OID44840	Q9GZP0	Platelet-derived growth factor D	PDGFD	PDGFD	80310	PDGFD	HGNC:30620	PDGFD	PDGFD	protein_coding	11	103777914	104035027	-	103907189	104164379	-	Q9GZP0
OID44841	P16234	Platelet-derived growth factor receptor alpha	PDGFRA	PDGFRA	5156	PDGFRA	HGNC:8803	PDGFRA	PDGFRA	protein_coding	4	54243820	55164412	+	53377839	54298245	+	P16234
OID44842	P30101	Protein disulfide-isomerase A3	PDIA3	PDIA3	2923	PDIA3	HGNC:4606	PDIA3	PDIA3	protein_coding	15	44038590	44064804	+	43746394	43773279	+	P30101
OID44843	Q9NR12	PDZ and LIM domain protein 7	PDLIM7	PDLIM7	9260	PDLIM7	HGNC:22958	PDLIM7	PDLIM7	protein_coding	5	176910395	176924602	-	177483394	177497606	-	Q9NR12
OID44844	P01210	Proenkephalin-A	PENK	PENK	5179	PENK	HGNC:8831	PENK	PENK	protein_coding	8	57353513	57359282	-	56440954	56446671	-	P01210
OID44845	P52209	6-phosphogluconate dehydrogenase, decarboxylating	PGD	PGD	5226	PGD	HGNC:8891	PGD	PGD	protein_coding	1	10459085	10480201	+	10398592	10420511	+	P52209
OID44846	Q8IUZ5	5-phosphohydroxy-L-lysine phospho-lyase	PHYKPL	PHYKPL	85007	PHYKPL	HGNC:28249	PHYKPL	PHYKPL	protein_coding	5	177635540	177659803	-	178208471	178232802	-	Q8IUZ5
OID44847	Q9UKJ0	Paired immunoglobulin-like type 2 receptor beta	PILRB	PILRB	29990	PILRB	HGNC:18297	PILRB	PILRB	protein_coding	7	99933767	99965454	+	100357380	100367831	+	Q9UKJ0
OID44848	A6NC86	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	PINLYP	PINLYP	390940	PINLYP	HGNC:44206	PINLYP	PINLYP	protein_coding	19	44080952	44088114	+	43575801	43583964	+	A6NC86
OID44849	P98161	Polycystin-1	PKD1	PKD1	5310	PKD1	HGNC:9008	PKD1	PKD1	protein_coding	16	2138711	2185899	-	2088708	2135898	-	P98161
OID44850	P30613	Pyruvate kinase PKLR	PKLR	PKLR	5313	PKLR	HGNC:9020	PKLR	PKLR	protein_coding	1	155259084	155271225	-	155289293	155301438	-	P30613
OID44851	Q9BZM1	Group XIIA secretory phospholipase A2	PLA2G12A	PLA2G12A	81579	PLA2G12A	HGNC:18554	PLA2G12A	PLA2G12A	protein_coding	4	110631145	110651242	-	109709989	109730070	-	Q9BZM1
OID44852	Q8NCC3	Phospholipase A2 group XV	PLA2G15	PLA2G15	23659	PLA2G15	HGNC:17163	PLA2G15	PLA2G15	protein_coding	16	68279247	68294961	+	68245304	68261058	+	Q8NCC3
OID44853	P47712	Cytosolic phospholipase A2	PLA2G4A	PLA2G4A	5321	PLA2G4A	HGNC:9035	PLA2G4A	PLA2G4A	protein_coding	1	186798032	186958113	+	186828949	186988981	+	P47712
OID44854	Q03405	Urokinase plasminogen activator surface receptor	PLAUR	PLAUR	5329	PLAUR	HGNC:9053	PLAUR	PLAUR	protein_coding	19	44150247	44174498	-	43646095	43670547	-	Q03405
OID44855	O60664	Perilipin-3	PLIN3	PLIN3	10226	PLIN3	HGNC:16893	PLIN3	PLIN3	protein_coding	19	4838346	4867780	-	4838341	4867694	-	O60664
OID44856	O94903	Pyridoxal phosphate homeostasis protein	PLPBP	PLPBP	11212	PLPBP	HGNC:9457	PLPBP	PLPBP	protein_coding	8	37620101	37637286	+	37762595	37779768	+	O94903
OID44857	Q9ULL4	Plexin-B3	PLXNB3	PLXNB3	5365	PLXNB3	HGNC:9105	PLXNB3	PLXNB3	protein_coding	X	153029651	153045940	+	153764196	153779346	+	Q9ULL4
OID44858	Q6GTS8	N-fatty-acyl-amino acid synthase/hydrolase PM20D1	PM20D1	PM20D1	148811	PM20D1	HGNC:26518	PM20D1	PM20D1	protein_coding	1	205797150	205819276	-	205828025	205850132	-	Q6GTS8
OID44859	P54317	Pancreatic lipase-related protein 2	PNLIPRP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID44860	P00491	Purine nucleoside phosphorylase	PNP	PNP	4860	PNP	HGNC:7892	PNP	PNP	protein_coding	14	20937538	20946165	+	20461992	20477094	+	P00491
OID44861	Q9NZ53	Podocalyxin-like protein 2	PODXL2	PODXL2	50512	PODXL2	HGNC:17936	PODXL2	PODXL2	protein_coding	3	127348002	127391653	+	127629185	127672802	+	Q9NZ53
OID44862	Q15166	Serum paraoxonase/lactonase 3	PON3	PON3	5446	PON3	HGNC:9206	PON3	PON3	protein_coding	7	94989184	95025687	-	95359872	95396375	-	Q15166
OID44863	Q96CD2	Phosphopantothenoylcysteine decarboxylase	PPCDC	PPCDC	60490	PPCDC	HGNC:28107	PPCDC	PPCDC	protein_coding	15	75315927	75343067	+	75023586	75050726	+	Q96CD2
OID44864	P49593	Protein phosphatase 1F	PPM1F	PPM1F	9647	PPM1F	HGNC:19388	PPM1F	PPM1F	protein_coding	22	22273792	22307250	-	21919425	21952848	-	P49593
OID44865	O14974	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	PPP1R12A	4659	PPP1R12A	HGNC:7618	PPP1R12A	PPP1R12A	protein_coding	12	80167343	80329235	-	79773563	79935460	-	O14974
OID44866	P41236	Protein phosphatase inhibitor 2	PPP1R2	PPP1R2	5504	PPP1R2	HGNC:9288	PPP1R2	PPP1R2	protein_coding	3	195241221	195270224	-	195514428	195543386	-	P41236
OID44867	P01298	Pancreatic prohormone	PPY	PPY	5539	PPY	HGNC:9327	PPY	PPY	protein_coding	17	42018172	42019833	-	43940804	43942476	-	P01298
OID44868	P51888	Prolargin	PRELP	PRELP	5549	PRELP	HGNC:9357	PRELP	PRELP	protein_coding	1	203444883	203460479	+	203475806	203491352	+	P51888
OID44869	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A	PRKAR1A	5573	PRKAR1A	HGNC:9388	PRKAR1A	PRKAR1A	protein_coding	17	66507921	66547457	+	68413623	68551319	+	P10644
OID44870	Q13976	cGMP-dependent protein kinase 1	PRKG1	PRKG1	5592	PRKG1	HGNC:9414	PRKG1	PRKG1	protein_coding	10	52750911	54058110	+	50990888	52298423	+	Q13976
OID44871	P01236	Prolactin	PRL	PRL	5617	PRL	HGNC:9445	PRL	PRL	protein_coding	6	22287473	22303082	-	22287244	22302826	-	P01236
OID44872	Q16378	Proline-rich protein 4	PRR4	PRR4	5554	PRH1	HGNC:18020	PRR4	PRR4	protein_coding	12	11033560	11036874	-	10824960	11171608	-	NA
OID44873	Q9BQR3	Serine protease 27	PRSS27	PRSS27	83886	PRSS27	HGNC:15475	PRSS27	PRSS27	protein_coding	16	2762423	2770552	-	2712419	2720551	-	Q9BQR3
OID44874	Q16651	Prostasin	PRSS8	PRSS8	5652	PRSS8	HGNC:9491	PRSS8	PRSS8	protein_coding	16	31142754	31147151	-	31131433	31135727	-	Q16651
OID44875	Q8TBF2	Prostamide/prostaglandin F synthase	PRXL2B	PRXL2B	127281	PRXL2B	HGNC:28390	PRXL2B	PRXL2B	protein_coding	1	2517899	2522908	+	2586491	2591469	+	Q8TBF2
OID44876	Q9H939	Proline-serine-threonine phosphatase-interacting protein 2	PSTPIP2	PSTPIP2	9050	PSTPIP2	HGNC:9581	PSTPIP2	PSTPIP2	protein_coding	18	43563502	43652250	-	45983536	46072272	-	Q9H939
OID44877	Q14914	Prostaglandin reductase 1	PTGR1	PTGR1	22949	PTGR1	HGNC:18429	PTGR1	PTGR1	protein_coding	9	114312002	114362135	-	111549722	111599893	-	Q14914
OID44878	P29350	Tyrosine-protein phosphatase non-receptor type 6	PTPN6	PTPN6	5777	PTPN6	HGNC:9658	PTPN6	PTPN6	protein_coding	12	7055740	7070479	+	6946468	6961316	+	P29350
OID44879	P23467	Receptor-type tyrosine-protein phosphatase beta	PTPRB	PTPRB	5787	PTPRB	HGNC:9665	PTPRB	PTPRB	protein_coding	12	70910632	71031220	-	70515870	70637440	-	P23467
OID44880	P23471	Receptor-type tyrosine-protein phosphatase zeta	PTPRZ1	PTPRZ1	5803	PTPRZ1	HGNC:9685	PTPRZ1	PTPRZ1	protein_coding	7	121513159	121702090	+	121873089	122062036	+	P23471
OID44881	Q6GMV3	Putative peptidyl-tRNA hydrolase PTRHD1	PTRHD1	PTRHD1	391356	PTRHD1	HGNC:33782	PTRHD1	PTRHD1	protein_coding	2	25013136	25016251	-	24789728	24793391	-	Q6GMV3
OID44882	P26022	Pentraxin-related protein PTX3	PTX3	PTX3	5806	PTX3	HGNC:9692	PTX3	PTX3	protein_coding	3	157154580	157161417	+	157436850	157443633	+	P26022
OID44883	Q08623	Pseudouridine-5'-phosphatase	PUDP	PUDP	8226	PUDP	HGNC:16818	PUDP	PUDP	protein_coding	X	6966961	7066231	-	6667865	7148158	-	Q08623
OID44884	P15151	Poliovirus receptor	PVR	PVR	5817	PVR	HGNC:9705	NA	PVR	protein_coding	19	45147098	45169428	+	44643798	44666162	+	A0A9L9PXB8
OID44885	Q9BRP8	Partner of Y14 and mago	PYM1	PYM1	84305	PYM1	HGNC:30258	PYM1	PYM1	protein_coding	12	56295197	56321697	-	55901413	55932618	-	Q9BRP8
OID44886	P09417	Dihydropteridine reductase	QDPR	QDPR	5860	QDPR	HGNC:9752	QDPR	QDPR	protein_coding	4	17461884	17513857	-	17460261	17512206	-	P09417
OID44887	P61026	Ras-related protein Rab-10	RAB10	RAB10	10890	RAB10	HGNC:9759	RAB10	RAB10	protein_coding	2	26256729	26360323	+	26034084	26137454	+	P61026
OID44888	O75154	Rab11 family-interacting protein 3	RAB11FIP3	RAB11FIP3	9727	RAB11FIP3	HGNC:17224	RAB11FIP3	RAB11FIP3	protein_coding	16	475668	572481	+	425649	523011	+	O75154
OID44889	O00194	Ras-related protein Rab-27B	RAB27B	RAB27B	5874	RAB27B	HGNC:9767	RAB27B	RAB27B	protein_coding	18	52495708	52562747	+	54717860	54895516	+	O00194
OID44890	Q15276	Rab GTPase-binding effector protein 1	RABEP1	RABEP1	9135	RABEP1	HGNC:17677	RABEP1	RABEP1	protein_coding	17	5185558	5289132	+	5282265	5386340	+	Q15276
OID44891	Q9BYZ8	Regenerating islet-derived protein 4	REG4	REG4	83998	REG4	HGNC:22977	REG4	REG4	protein_coding	1	120336641	120354203	-	119794017	119811580	-	Q9BYZ8
OID44892	Q9P260	RAB11-binding protein RELCH	RELCH	RELCH	57614	RELCH	HGNC:29289	RELCH	RELCH	protein_coding	18	59854524	59974355	+	62187255	62310249	+	Q9P260
OID44893	P00797	Renin	REN	REN	5972	REN	HGNC:9958	REN	REN	protein_coding	1	204123944	204135465	-	204154819	204190324	-	P00797
OID44894	Q96B86	Repulsive guidance molecule A	RGMA	RGMA	56963	RGMA	HGNC:30308	RGMA	RGMA	protein_coding	15	93586636	93632443	-	93035271	93089211	-	Q96B86
OID44895	Q6NW40	Repulsive guidance molecule B	RGMB	RGMB	285704	RGMB	HGNC:26896	RGMB	RGMB	protein_coding	5	98104999	98132198	+	98768650	98798643	+	Q6NW40
OID44896	P52758	2-iminobutanoate/2-iminopropanoate deaminase	RIDA	RIDA	10247	RIDA	HGNC:16897	RIDA	RIDA	protein_coding	8	99114567	99129418	-	98102344	98117171	-	P52758
OID44897	Q969X0	RILP-like protein 2	RILPL2	RILPL2	196383	RILPL2	HGNC:28787	RILPL2	RILPL2	protein_coding	12	123899936	123921264	-	123415039	123436684	-	Q969X0
OID44899	P12724	Eosinophil cationic protein	RNASE3	RNASE3	6037	RNASE3	HGNC:10046	RNASE3	RNASE3	protein_coding	14	21359562	21360507	+	20891385	20892348	+	P12724
OID44900	Q9Y6N7	Roundabout homolog 1	ROBO1	ROBO1	6091	ROBO1	HGNC:10249	ROBO1	ROBO1	protein_coding	3	78646388	79817059	-	78597239	79767998	-	Q9Y6N7
OID44901	Q9HCK4	Roundabout homolog 2	ROBO2	ROBO2	6092	ROBO2	HGNC:10250	ROBO2	ROBO2	protein_coding	3	75986645	77699114	+	75906695	77649964	+	Q9HCK4
OID44902	Q01973	Inactive tyrosine-protein kinase transmembrane receptor ROR1	ROR1	ROR1	4919	ROR1	HGNC:10256	ROR1	ROR1	protein_coding	1	64239690	64647179	+	63774017	64181498	+	Q01973
OID44903	Q9H446	RWD domain-containing protein 1	RWDD1	RWDD1	51389	RWDD1	HGNC:20993	RWDD1	RWDD1	protein_coding	6	116892583	116914436	+	116571409	116597675	+	Q9H446
OID44904	P31949	Protein S100-A11	S100A11	S100A11	6282	S100A11	HGNC:10488	S100A11	S100A11	protein_coding	1	152004982	152009511	-	152032506	152047907	-	P31949
OID44905	P26447	Protein S100-A4	S100A4	S100A4	6275	S100A4	HGNC:10494	S100A4	S100A4	protein_coding	1	153516095	153518282	-	153543613	153550136	-	P26447
OID44906	Q9BW04	Specifically androgen-regulated gene protein	SARG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID44907	Q6ZMJ2	Scavenger receptor class A member 5	SCARA5	SCARA5	286133	SCARA5	HGNC:28701	SCARA5	SCARA5	protein_coding	8	27727399	27850369	-	27869883	27992673	-	Q6ZMJ2
OID44908	Q96GP6	Scavenger receptor class F member 2	SCARF2	SCARF2	91179	SCARF2	HGNC:19869	SCARF2	SCARF2	protein_coding	22	20778874	20792146	-	20424584	20446620	-	Q96GP6
OID44909	Q8WXD2	Secretogranin-3	SCG3	SCG3	29106	SCG3	HGNC:13707	SCG3	SCG3	protein_coding	15	51973550	52013223	+	51681492	51721026	+	Q8WXD2
OID44910	P11684	Uteroglobin	SCGB1A1	SCGB1A1	7356	SCGB1A1	HGNC:12523	SCGB1A1	SCGB1A1	protein_coding	11	62186507	62190678	+	62405103	62423195	+	P11684
OID44911	Q96QR1	Secretoglobin family 3A member 1	SCGB3A1	SCGB3A1	92304	SCGB3A1	HGNC:18384	SCGB3A1	SCGB3A1	protein_coding	5	180017105	180018487	-	180590105	180591499	-	Q96QR1
OID44912	Q96PL1	Secretoglobin family 3A member 2	SCGB3A2	SCGB3A2	117156	SCGB3A2	HGNC:18391	SCGB3A2	SCGB3A2	protein_coding	5	147258274	147261756	+	147870682	147882191	+	Q96PL1
OID44913	O75711	Scrapie-responsive protein 1	SCRG1	SCRG1	11341	SCRG1	HGNC:17036	SCRG1	SCRG1	protein_coding	4	174309299	174327528	-	173384701	173519232	-	O75711
OID44914	P18827	Syndecan-1	SDC1	SDC1	6382	SDC1	HGNC:10658	SDC1	SDC1	protein_coding	2	20400558	20425194	-	20200797	20225433	-	P18827
OID44915	P31431	Syndecan-4	SDC4	SDC4	6385	SDC4	HGNC:10661	SDC4	SDC4	protein_coding	20	43953929	43977064	-	45325288	45348424	-	P31431
OID44916	Q99470	Stromal cell-derived factor 2	SDF2	SDF2	6388	SDF2	HGNC:10675	SDF2	SDF2	protein_coding	17	26975374	26989207	-	28648346	28662189	-	Q99470
OID44917	Q58EX2	Protein sidekick-2	SDK2	SDK2	54549	SDK2	HGNC:19308	SDK2	SDK2	protein_coding	17	71330523	71640227	-	73334384	73644445	-	Q58EX2
OID44918	Q13275	Semaphorin-3F	SEMA3F	SEMA3F	6405	SEMA3F	HGNC:10728	SEMA3F	SEMA3F	protein_coding	3	50192848	50226508	+	50155045	50189075	+	Q13275
OID44919	Q9NS98	Semaphorin-3G	SEMA3G	SEMA3G	56920	SEMA3G	HGNC:30400	SEMA3G	SEMA3G	protein_coding	3	52467268	52479043	-	52433035	52445103	-	Q9NS98
OID44920	Q92854	Semaphorin-4D	SEMA4D	SEMA4D	10507	SEMA4D	HGNC:10732	SEMA4D	SEMA4D	protein_coding	9	91975706	92112888	-	89360787	89498130	-	Q92854
OID44921	Q8IW75	Serpin A12	SERPINA12	SERPINA12	145264	SERPINA12	HGNC:18359	SERPINA12	SERPINA12	protein_coding	14	94953620	94984181	-	94487274	94517844	-	Q8IW75
OID44922	P35237	Serpin B6	SERPINB6	SERPINB6	5269	SERPINB6	HGNC:8950	SERPINB6	SERPINB6	protein_coding	6	2948393	2972399	-	2948159	2972165	-	P35237
OID44923	P07093	Glia-derived nexin	SERPINE2	SERPINE2	5270	SERPINE2	HGNC:8951	SERPINE2	SERPINE2	protein_coding	2	224839765	224904036	-	223975045	224039318	-	P07093
OID44924	Q99574	Neuroserpin	SERPINI1	SERPINI1	5274	SERPINI1	HGNC:8943	SERPINI1	SERPINI1	protein_coding	3	167453432	167543357	+	167735243	167825569	+	Q99574
OID44925	Q9BYH1	Seizure 6-like protein	SEZ6L	SEZ6L	23544	SEZ6L	HGNC:10763	SEZ6L	SEZ6L	protein_coding	22	26565440	26779563	+	26169462	26383597	+	Q9BYH1
OID44926	Q6FHJ7	Secreted frizzled-related protein 4	SFRP4	SFRP4	6424	SFRP4	HGNC:10778	SFRP4	SFRP4	protein_coding	7	37945535	37956525	-	37905932	38025695	-	Q6FHJ7
OID44927	P35247	Pulmonary surfactant-associated protein D	SFTPD	SFTPD	6441	SFTPD	HGNC:10803	SFTPD	SFTPD	protein_coding	10	81697496	81708861	-	79937467	79982614	-	P35247
OID44928	P51688	N-sulphoglucosamine sulphohydrolase	SGSH	SGSH	6448	SGSH	HGNC:10818	SGSH	SGSH	protein_coding	17	78183079	78194199	-	80201589	80220923	-	P51688
OID44929	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	SGTA	6449	SGTA	HGNC:10819	SGTA	SGTA	protein_coding	19	2754712	2783354	-	2754715	2783362	-	O43765
OID44930	P34896	Serine hydroxymethyltransferase, cytosolic	SHMT1	SHMT1	6470	SHMT1	HGNC:10850	SHMT1	SHMT1	protein_coding	17	18231187	18266856	-	18327873	18363550	-	P34896
OID44931	P34897	Serine hydroxymethyltransferase, mitochondrial	SHMT2	SHMT2	6472	SHMT2	HGNC:10852	SHMT2	SHMT2	protein_coding	12	57623356	57628718	+	57229573	57234935	+	P34897
OID44932	Q9HAT2	Sialate O-acetylesterase	SIAE	SIAE	54414	SIAE	HGNC:18187	SIAE	SIAE	protein_coding	11	124505685	124546199	-	124633113	124695707	-	Q9HAT2
OID44933	Q9BZZ2	Sialoadhesin	SIGLEC1	SIGLEC1	6614	SIGLEC1	HGNC:11127	SIGLEC1	SIGLEC1	protein_coding	20	3667617	3687775	-	3686970	3712600	-	Q9BZZ2
OID44934	Q9Y286	Sialic acid-binding Ig-like lectin 7	SIGLEC7	SIGLEC7	27036	SIGLEC7	HGNC:10876	SIGLEC7	SIGLEC7	protein_coding	19	51645558	51656783	+	51142299	51153526	+	Q9Y286
OID44935	O00241	Signal-regulatory protein beta-1	SIRPB1	SIRPB1	10326	SIRPB1	HGNC:15928	SIRPB1	SIRPB1	protein_coding	20	1545029	1600689	-	1551938	1620061	-	O00241
OID44936	O75563	Src kinase-associated phosphoprotein 2	SKAP2	SKAP2	8935	SKAP2	HGNC:15687	SKAP2	SKAP2	protein_coding	7	26706688	27034858	-	26667068	26995239	-	O75563
OID44937	Q9HBR0	Putative sodium-coupled neutral amino acid transporter 10	SLC38A10	SLC38A10	124565	SLC38A10	HGNC:28237	SLC38A10	SLC38A10	protein_coding	17	79218799	79269096	-	81244811	81295547	-	Q9HBR0
OID44938	O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHERF1	NHERF1	9368	NHERF1	HGNC:11075	NHERF1	NHERF1	protein_coding	17	72744751	72765499	+	74748628	74769353	+	O14745
OID44939	Q9H3U7	SPARC-related modular calcium-binding protein 2	SMOC2	SMOC2	64094	SMOC2	HGNC:20323	SMOC2	SMOC2	protein_coding	6	168841831	169068674	+	168441151	168667994	+	Q9H3U7
OID44940	P17405	Sphingomyelin phosphodiesterase	SMPD1	SMPD1	6609	SMPD1	HGNC:11120	SMPD1	SMPD1	protein_coding	11	6411644	6416228	+	6390473	6394998	+	P17405
OID44941	Q92484	Acid sphingomyelinase-like phosphodiesterase 3a	SMPDL3A	SMPDL3A	10924	SMPDL3A	HGNC:17389	SMPDL3A	SMPDL3A	protein_coding	6	123109971	123130864	+	122789049	122809720	+	Q92484
OID44942	O00161	Synaptosomal-associated protein 23	SNAP23	SNAP23	8773	SNAP23	HGNC:11131	SNAP23	SNAP23	protein_coding	15	42787504	42825259	+	42491233	42545356	+	O00161
OID44943	O95721	Synaptosomal-associated protein 29	SNAP29	SNAP29	9342	SNAP29	HGNC:11133	SNAP29	SNAP29	protein_coding	22	21213292	21245501	+	20859007	20891214	+	O95721
OID44944	P37840	Alpha-synuclein	SNCA	SNCA	6622	SNCA	HGNC:11138	SNCA	SNCA	protein_coding	4	90645250	90759447	-	89700345	89838315	-	P37840
OID44946	Q9Y5X1	Sorting nexin-9	SNX9	SNX9	51429	SNX9	HGNC:14973	SNX9	SNX9	protein_coding	6	158244294	158366109	+	157700387	157945077	+	Q9Y5X1
OID44947	Q99523	Sortilin	SORT1	SORT1	6272	SORT1	HGNC:11186	SORT1	SORT1	protein_coding	1	109852188	109940563	-	109309568	109397918	-	Q99523
