SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
34696-124	SL001893	P16422	EpCam	Tumor-associated calcium signal transducer 1	4072	EPCAM	EPCAM	4072	EPCAM	HGNC:11529	EPCAM	EPCAM	protein_coding	2	47596287	47614167	+	47345158	47387601	+	P16422
34699-16	SL009085	Q9ULC0	MUCEN	Endomucin	51705	EMCN	EMCN	51705	EMCN	HGNC:16041	EMCN	EMCN	protein_coding	4	101316498	101439250	-	100395341	100880126	-	Q9ULC0
3470-1	SL001945	P16581	sE-Selectin	E-selectin	6401	SELE	SELE	6401	SELE	HGNC:10718	SELE	SELE	protein_coding	1	169691781	169703220	-	169722640	169734079	-	P16581
34700-173	SL019111	Q8WW62	TMED6	Transmembrane emp24 domain-containing protein 6	146456	TMED6	TMED6	146456	TMED6	HGNC:28331	TMED6	TMED6	protein_coding	16	69377149	69385712	-	69335276	69351786	-	Q8WW62
34702-47	SL018046	Q6PI73	LIRA6	Leukocyte immunoglobulin-like receptor subfamily A member 6	79168	LILRA6	LILRA6	79168	LILRA6	HGNC:15495	LILRA6	LILRA6	protein_coding	19	54720147	54804265	-	54236590	54242790	-	Q6PI73
34704-77	SL024218	Q71H61	ILDR2	Immunoglobulin-like domain-containing receptor 2	387597	ILDR2	ILDR2	387597	ILDR2	HGNC:18131	ILDR2	ILDR2	protein_coding	1	166882441	166944561	-	166908187	166975540	-	Q71H61
34705-13	SL028370	Q14CN2	CLCA4	Calcium-activated chloride channel regulator 4	22802	CLCA4	CLCA4	22802	CLCA4	HGNC:2018	CLCA4	CLCA4	protein_coding	1	87012759	87046432	+	86547078	86580754	+	Q14CN2
34707-25	SL008938	O00592	PODXL	Podocalyxin	5420	PODXL	PODXL	5420	PODXL	HGNC:9171	PODXL	PODXL	protein_coding	7	131185021	131241376	-	131500262	131558217	-	O00592
34708-62	SL005893	Q6UXB8	PSPBP	prostate secretory protein binding protein	221476	PI16	PI16	221476	PI16	HGNC:21245	PI16	PI16	protein_coding	6	36916039	36932613	+	36948263	36964837	+	Q6UXB8
34709-61	SL024421	P23471	PTPRZ	Receptor-type tyrosine-protein phosphatase zeta	5803	PTPRZ1	PTPRZ1	5803	PTPRZ1	HGNC:9685	PTPRZ1	PTPRZ1	protein_coding	7	121513159	121702090	+	121873089	122062036	+	P23471
3471-49	SL010517	O75716	STK16	Serine/threonine-protein kinase 16	8576	STK16	STK16	8576	STK16	HGNC:11394	STK16	STK16	protein_coding	2	220110192	220115059	+	219245455	219250337	+	O75716
34710-315	SL005170	Q9Y6W8	ICOS	Inducible T-cell costimulator	29851	ICOS	ICOS	29851	ICOS	HGNC:5351	ICOS	ICOS	protein_coding	2	204801471	204826298	+	203936763	203961577	+	Q9Y6W8
34713-42	SL008724	Q9Y3B3	TMED7	Transmembrane emp24 domain-containing protein 7	51014	TMED7	TMED7	51014	TMED7	HGNC:24253	TMED7	TMED7	protein_coding	5	114948905	114961876	-	115613210	115626036	-	Q9Y3B3
34714-130	SL017453	Q9Y5U9	IR3IP	Immediate early response 3-interacting protein 1	51124	IER3IP1	IER3IP1	51124	IER3IP1	HGNC:18550	IER3IP1	IER3IP1	protein_coding	18	44681390	44702745	-	47134656	47176364	-	Q9Y5U9
34715-10	SL025110	Q9UQF0	SYCY1	Syncytin-1	30816	ERVW-1	ERVW-1	30816	ERVW-1	HGNC:13525	ERVW-1	ERVW-1	protein_coding	7	NA	NA	NA	92468380	92477986	-	Q9UQF0
34717-163	SL015237	Q9H6H4	REEP4	Receptor expression-enhancing protein 4	80346	REEP4	REEP4	80346	REEP4	HGNC:26176	REEP4	REEP4	protein_coding	8	21995533	21999448	-	22138020	22141951	-	Q9H6H4
34719-6	SL001899	P09912	Ifi-6-16	Ifi-6-16	2537	IFI6	IFI6	2537	IFI6	HGNC:4054	IFI6	IFI6	protein_coding	1	27992572	27998724	-	27666064	27672212	-	P09912
3472-40	SL000582	O15392	Survivin	Baculoviral IAP repeat-containing protein 5	332	BIRC5	BIRC5	NA	BIRC5	HGNC:593	BIRC5	BIRC5	protein_coding	17	76210277	76221716	+	78214186	78225636	+	A0A0B4J1S3
34722-8	SL017403	Q96DD7	SHSA4	Protein shisa-4	149345	SHISA4	SHISA4	149345	SHISA4	HGNC:27139	SHISA4	SHISA4	protein_coding	1	201857797	201861715	+	201888680	201892587	+	Q96DD7
34723-86	SL005070	Q7Z7D3	B7-H4	Immune costimulatory protein B7-H4	79679	VTCN1	VTCN1	79679	VTCN1	HGNC:28873	VTCN1	VTCN1	protein_coding	1	117686209	117753582	-	117143587	117210960	-	Q7Z7D3
34724-85	SL005191	Q8N423	ILT-4	Leukocyte immunoglobulin-like receptor subfamily B member 2	10288	LILRB2	LILRB2	10288	LILRB2	HGNC:6606	LILRB2	LILRB2	protein_coding	19	54777675	54785033	-	54273812	54281184	-	Q8N423
34726-216	SL008927	O60279	SUSD5	Sushi domain-containing protein 5	26032	SUSD5	SUSD5	26032	SUSD5	HGNC:29061	SUSD5	SUSD5	protein_coding	3	33191537	33260707	-	33150043	33218810	-	O60279
34727-78	SL028372	Q5JX71	F209A	Protein FAM209A	200232	FAM209A	FAM209A	200232	FAM209A	HGNC:16100	FAM209A	FAM209A	protein_coding	20	55099785	55101208	+	56517187	56526152	+	Q5JX71
34729-356	SL008911	P28827	PTPRM	Receptor-type tyrosine-protein phosphatase mu	5797	PTPRM	PTPRM	5797	PTPRM	HGNC:9675	PTPRM	PTPRM	protein_coding	18	7567314	8406859	+	7566782	8406861	+	P28827
3473-78	SL005224	P40238	Thrombopoietin Receptor	Thrombopoietin Receptor	4352	MPL	MPL	4352	MPL	HGNC:7217	MPL	MPL	protein_coding	1	43803475	43820135	+	43337818	43354466	+	P40238
34732-69	SL020081	Q96J86	CYYR1	Cysteine and tyrosine-rich protein 1	116159	CYYR1	CYYR1	116159	CYYR1	HGNC:16274	CYYR1	CYYR1	protein_coding	21	27838528	27945581	-	26466209	26573286	-	Q96J86
34733-7	SL027581	Q9P246	STIM2	Stromal interaction molecule 2	57620	STIM2	STIM2	57620	STIM2	HGNC:19205	STIM2	STIM2	protein_coding	4	26862313	27027003	+	26857601	27025381	+	Q9P246
34734-231	SL008500	P23470	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	5793	PTPRG	PTPRG	5793	PTPRG	HGNC:9671	PTPRG	PTPRG	protein_coding	3	61547243	62280573	+	61561569	62297609	+	P23470
34735-258	SL007614	Q99467	CD180	CD180 antigen	4064	CD180	CD180	4064	CD180	HGNC:6726	CD180	CD180	protein_coding	5	66478104	66492617	-	67179613	67196799	-	Q99467
34736-106	SL028270	Q5VT99	LRC38	Leucine-rich repeat-containing protein 38	126755	LRRC38	LRRC38	126755	LRRC38	HGNC:27005	LRRC38	LRRC38	protein_coding	1	13801445	13840242	-	13474973	13514003	-	Q5VT99
34738-181	SL008965	Q15155	NOMO1	Nodal modulator 1	23420	NOMO1	NOMO1	23420	NOMO1	HGNC:30060	NOMO1	NOMO1	protein_coding	16	14927643	14990014	+	14833721	14896157	+	Q15155
3474-19	SL002705	P07996	Thrombospondin-1	Thrombospondin-1	7057	THBS1	THBS1	7057	THBS1	HGNC:11785	THBS1	THBS1	protein_coding	15	39873280	39889668	+	39581079	39599466	+	P07996
34741-92	SL004368	Q15904	V-ATPase S1 subunit	Vacuolar ATP synthase subunit S1	537	ATP6AP1	ATP6AP1	537	ATP6AP1	HGNC:868	ATP6AP1	ATP6AP1	protein_coding	X	153656978	153664862	+	154428633	154436516	+	Q15904
34742-234	SL014929	Q13505	MTX1	Metaxin-1	4580	MTX1	MTX1	4580	MTX1	HGNC:7504	MTX1	MTX1	protein_coding	1	155178490	155183624	+	155208695	155213824	+	Q13505
34744-5	SL012595	Q6UWN5	LYPD5	Ly6/PLAUR domain-containing protein 5	284348	LYPD5	LYPD5	284348	LYPD5	HGNC:26397	LYPD5	LYPD5	protein_coding	19	44300079	44324808	-	43785874	43827199	-	Q6UWN5
34745-43	SL003330	P51511	MMP-15	Matrix metalloproteinase-15	4324	MMP15	MMP15	4324	MMP15	HGNC:7161	MMP15	MMP15	protein_coding	16	58059282	58080804	+	58025754	58046901	+	P51511
34751-150	SL028410	Q9BZA5	TXNG2	Putative gamma-taxilin 2	NA	TXLNGY		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34752-5	SL028411	P59074	CHM4P	Putative charged multivesicular body protein 4B-like protein CHMP4BP1	NA	CHMP4BP1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34756-178	SL008228	Q6IS14	EIF5AL1	EIF5AL1 protein	143244	EIF5AL1	EIF5AL1	143244	EIF5AL1	HGNC:17419	EIF5AL1	EIF5AL1	protein_coding	10	81272357	81276192	+	79512533	79516440	+	Q6IS14
34757-64	SL007135	P17483	HXB4	Homeobox protein Hox-B4	3214	HOXB4	HOXB4	3214	HOXB4	HGNC:5115	HOXB4	HOXB4	protein_coding	17	46652869	46655743	-	48575507	48578350	-	P17483
34758-239	SL028415	Q9BVC5	ASHWN	Ashwin	79074	C2orf49	C2orf49	79074	C2orf49	HGNC:28772	C2orf49	C2orf49	protein_coding	2	105954013	105961984	+	105337532	105349211	+	Q9BVC5
34759-42	SL028416	Q8N7F7	UBL4B	Ubiquitin-like protein 4B	164153	UBL4B	UBL4B	164153	UBL4B	HGNC:32309	UBL4B	UBL4B	protein_coding	1	110655062	110656569	+	110112443	110113947	+	Q8N7F7
34763-3	SL016381	Q8TF64	GIPC3	PDZ domain-containing protein GIPC3	126326	GIPC3	GIPC3	126326	GIPC3	HGNC:18183	GIPC3	GIPC3	protein_coding	19	3585569	3593539	+	3585478	3593541	+	Q8TF64
34766-42	SL028420	A6NI72	NCF1B	Putative neutrophil cytosol factor 1B	NA	NCF1B		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34767-25	SL011165	O60268	K0513	Uncharacterized protein KIAA0513	9764	KIAA0513	KIAA0513	9764	KIAA0513	HGNC:29058	KIAA0513	KIAA0513	protein_coding	16	85061375	85127828	+	85027782	85094230	+	O60268
34768-71	SL028421	C9J7I0	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	729852	UMAD1	UMAD1	729852	UMAD1	HGNC:48955	UMAD1	UMAD1	protein_coding	7	7680342	7918851	+	7640711	8004053	+	C9J7I0
34769-24	SL028422	Q9NWK9	BCD1	Box C/D snoRNA protein 1	54680	ZNHIT6	ZNHIT6	54680	ZNHIT6	HGNC:26089	ZNHIT6	ZNHIT6	protein_coding	1	86115106	86174116	-	85649417	85708433	-	Q9NWK9
3477-63	SL005225	P04629	TrkA	High affinity nerve growth factor receptor	4914	NTRK1	NTRK1	4914	NTRK1	HGNC:8031	NTRK1	NTRK1	protein_coding	1	156785542	156851642	+	156815636	156881850	+	P04629
34772-10	SL028424	Q7L8J4	3BP5L	SH3 domain-binding protein 5-like	80851	SH3BP5L	SH3BP5L	80851	SH3BP5L	HGNC:29360	SH3BP5L	SH3BP5L	protein_coding	1	249104651	249120154	-	248810446	248825915	-	Q7L8J4
34773-1	SL028425	Q8NDY3	ARHL1	Inactive ADP-ribosyltransferase ARH2	113622	ADPRHL1	ADPRHL1	113622	ADPRHL1	HGNC:21303	ADPRHL1	ADPRHL1	protein_coding	13	114076260	114107839	-	113399611	113453488	-	Q8NDY3
34774-12	SL028426	Q5VTH2	FLTOP	Protein Flattop	257177	CFAP126	CFAP126	257177	CFAP126	HGNC:32325	CFAP126	CFAP126	protein_coding	1	161334521	161337673	-	161364733	161367876	-	Q5VTH2
34775-163	SL028427	A8MYZ6	FOXO6	Forkhead box protein O6	100132074	FOXO6	FOXO6	100132074	FOXO6	HGNC:24814	FOXO6	FOXO6	protein_coding	1	NA	NA	NA	41361922	41383590	+	A8MYZ6
34776-8	SL028428	P43362	MAGA9	Melanoma-associated antigen 9	4108	MAGEA9	MAGEA9	4108	MAGEA9	HGNC:6807	MAGEA9	MAGEA9	protein_coding	X	NA	NA	NA	149781930	149787737	+	NA
34777-36	SL025340	Q8N2Z9	CENPS	Centromere protein S	378708	CENPS	CENPS	378708	CENPS	HGNC:23163	CENPS	CENPS	protein_coding	1	10490159	10502872	+	10430433	10442808	+	Q8N2Z9
34778-40	SL028429	H3BQB6	STMD1	Stathmin domain-containing protein 1	401236	STMND1	STMND1	401236	STMND1	HGNC:44668	STMND1	STMND1	protein_coding	6	17102489	17131603	+	17102050	17131378	+	H3BQB6
34779-3	SL028430	Q7Z2V1	TNT	Protein TNT	162083	C16orf82	C16orf82	NA	C16orf82	HGNC:30755	C16orf82	C16orf82	protein_coding	16	27078219	27080487	+	27066927	27069166	+	A0A5F9ZHF3
34780-49	SL028431	Q9H788	SH24A	SH2 domain-containing protein 4A	63898	SH2D4A	SH2D4A	63898	SH2D4A	HGNC:26102	SH2D4A	SH2D4A	protein_coding	8	19171081	19253729	+	19313693	19396218	+	Q9H788
34781-97	SL024161	Q7Z713	ANR37	Ankyrin repeat domain-containing protein 37	353322	ANKRD37	ANKRD37	353322	ANKRD37	HGNC:29593	ANKRD37	ANKRD37	protein_coding	4	186317840	186321782	+	185396021	185400628	+	Q7Z713
34782-18	SL028432	Q9NRP2	COXM2	COX assembly mitochondrial protein 2 homolog	56942	CMC2	CMC2	56942	CMC2	HGNC:24447	CMC2	CMC2	protein_coding	16	81009699	81040502	-	80966448	81020270	-	Q9NRP2
34783-1	SL028433	Q8IX95	CTGE3	Putative cTAGE family member 3	NA	CTAGE3P		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34785-16	SL028434	Q6PF06	TM10B	tRNA methyltransferase 10 homolog B	158234	TRMT10B	TRMT10B	158234	TRMT10B	HGNC:26454	TRMT10B	TRMT10B	protein_coding	9	37753802	37778969	+	37753803	37778972	+	Q6PF06
34787-19	SL028436	O75901	RASF9	Ras association domain-containing protein 9	9182	RASSF9	RASSF9	9182	RASSF9	HGNC:15739	RASSF9	RASSF9	protein_coding	12	86198331	86230318	-	85800703	85836409	-	O75901
34788-9	SL028437	Q5T280	CI114	Putative methyltransferase C9orf114	51490	SPOUT1	SPOUT1	51490	SPOUT1	HGNC:26933	SPOUT1	SPOUT1	protein_coding	9	131581930	131592100	-	128819651	128829794	-	Q5T280
34789-193	SL028438	Q8TBF2	PXL2B	Prostamide/prostaglandin F synthase	127281	PRXL2B	PRXL2B	127281	PRXL2B	HGNC:28390	PRXL2B	PRXL2B	protein_coding	1	2517899	2522908	+	2586491	2591469	+	Q8TBF2
3479-71	SL006480	P35030	TRY3	Trypsin-3	5646	PRSS3	PRSS3	NA	PRSS3	HGNC:9486	PRSS3	PRSS3	protein_coding	9	33750464	33799229	+	33750679	33799231	+	A0A7P0MP65
34790-25	SL013294	Q9UKY7	CDV3	Protein CDV3 homolog	55573	CDV3	CDV3	55573	CDV3	HGNC:26928	CDV3	CDV3	protein_coding	3	133292434	133309118	+	133573686	133590261	+	Q9UKY7
34793-27	SL027672	Q8TBZ6	TM10A	tRNA methyltransferase 10 homolog A	93587	TRMT10A	TRMT10A	93587	TRMT10A	HGNC:28403	TRMT10A	TRMT10A	protein_coding	4	100467864	100485189	-	99546709	99564039	-	Q8TBZ6
34794-17	SL028440	Q9NYB0	TE2IP	Telomeric repeat-binding factor 2-interacting protein 1	54386	TERF2IP	TERF2IP	54386	TERF2IP	HGNC:19246	TERF2IP	TERF2IP	protein_coding	16	75681635	75691341	+	75647773	75657432	+	Q9NYB0
34795-69	SL013185	Q7L1Q6	BZW1	Basic leucine zipper and W2 domain-containing protein 1	9689	BZW1	BZW1	9689	BZW1	HGNC:18380	BZW1	BZW1	protein_coding	2	201676269	201688569	+	200810594	200827338	+	Q7L1Q6
34796-9	SL027698	Q8N9N5	BANP	Protein BANP	54971	BANP	BANP	54971	BANP	HGNC:13450	BANP	BANP	protein_coding	16	87984238	88110924	+	87949244	88077318	+	Q8N9N5
34797-2	SL021227	P16402	H13	Histone H1.3	3007	H1-3	H1-3	3007	H1-3	HGNC:4717	H1-3	H1-3	protein_coding	6	26234440	26235216	-	26234212	26234987	-	P16402
34798-5	SL028441	Q7M4L6	SHF	SH2 domain-containing adapter protein F	90525	SHF	SHF	90525	SHF	HGNC:25116	SHF	SHF	protein_coding	15	45459412	45493373	-	45167214	45201175	-	Q7M4L6
34799-31	SL023355	Q9H246	CA021	Uncharacterized protein C1orf21	81563	C1orf21	C1orf21	81563	C1orf21	HGNC:15494	C1orf21	C1orf21	protein_coding	1	184356150	184598155	+	184387029	184629019	+	Q9H246
3480-7	SL008122	P51452	DUS3	Dual specificity protein phosphatase 3	1845	DUSP3	DUSP3	1845	DUSP3	HGNC:3069	DUSP3	DUSP3	protein_coding	17	41843489	41856368	-	43766125	43778977	-	P51452
34800-2	SL018897	Q5VTE0	EF1A3	Putative elongation factor 1-alpha-like 3	NA	EEF1A1P5		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34801-16	SL007159	P23409	MYF6	Myogenic factor 6	4618	MYF6	MYF6	4618	MYF6	HGNC:7566	MYF6	MYF6	protein_coding	12	81101408	81103256	+	80707634	80709474	+	P23409
34804-19	SL028443	Q5K130	CLU1O	Putative uncharacterized protein CLLU1-AS1	NA	CLLU1-AS1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34807-10	SL028444	A6NMN3	F170B	Protein FAM170B	170370	FAM170B	FAM170B	170370	FAM170B	HGNC:19736	FAM170B	FAM170B	protein_coding	10	50339201	50342065	-	49131154	49134021	-	A6NMN3
34808-22	SL028445	Q96M27	PRRC1	Protein PRRC1	133619	PRRC1	PRRC1	133619	PRRC1	HGNC:28164	PRRC1	PRRC1	protein_coding	5	126853309	126890780	+	127517617	127555085	+	Q96M27
3481-87	SL011073	Q9NQW7	XPNPEP1	Xaa-Pro aminopeptidase 1	7511	XPNPEP1	XPNPEP1	NA	XPNPEP1	HGNC:12822	XPNPEP1	XPNPEP1	protein_coding	10	111624524	111683311	-	109864766	109923553	-	Q5T6H3
34812-9	SL028448	Q8N954	GPT11	G patch domain-containing protein 11	253635	GPATCH11	GPATCH11	NA	GPATCH11	HGNC:26768	GPATCH11	GPATCH11	protein_coding	2	37311594	37323738	+	37084518	37099244	+	A0A6Q8JGY2
34813-174	SL028449	Q14541	HNF4G	Hepatocyte nuclear factor 4-gamma	3174	HNF4G	HNF4G	3174	HNF4G	HGNC:5026	HNF4G	HNF4G	protein_coding	8	76320183	76479061	+	75407914	75566834	+	Q14541
34814-5	SL028450	Q8NCU1	CC197	Uncharacterized protein CCDC197	256369	CCDC197	CCDC197	256369	CCDC197	HGNC:19860	CCDC197	CCDC197	protein_coding	14	94463616	94478041	+	93987225	94008863	+	Q8NCU1
34815-54	SL028451	Q96RK1	CITE4	Cbp/p300-interacting transactivator 4	163732	CITED4	CITED4	163732	CITED4	HGNC:18696	CITED4	CITED4	protein_coding	1	41326728	41328018	-	40861054	40862363	-	Q96RK1
34818-41	SL010932	Q5VVQ6	OTU1	Ubiquitin thioesterase OTU1	55432	YOD1	YOD1	55432	YOD1	HGNC:25035	YOD1	YOD1	protein_coding	1	207217194	207226325	-	207043849	207052980	-	Q5VVQ6
34819-148	SL028453	Q8NFI4	F10A5	Putative protein FAM10A5	NA	ST13P5		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34820-40	SL028454	Q9BWT6	MND1	Meiotic nuclear division protein 1 homolog	84057	MND1	MND1	84057	MND1	HGNC:24839	MND1	MND1	protein_coding	4	154265801	154336247	+	153344649	153415118	+	Q9BWT6
34822-52	SL028456	P20941	PHOS	Phosducin	5132	PDC	PDC	5132	PDC	HGNC:8759	PDC	PDC	protein_coding	1	186412698	186430240	-	186443566	186461114	-	P20941
34824-18	SL024971	Q9BXU0	TEX12	Testis-expressed protein 12	56158	TEX12	TEX12	56158	TEX12	HGNC:11734	TEX12	TEX12	protein_coding	11	112038095	112043279	+	112167372	112172556	+	Q9BXU0
34825-20	SL028458	Q6ZQV5	ZN788	Putative KRAB domain-containing protein ZNF788	388507	ZNF788P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34826-6	SL007779	Q9Y2G2	CARD8	Caspase recruitment domain-containing protein 8	22900	CARD8	CARD8	22900	CARD8	HGNC:17057	CARD8	CARD8	protein_coding	19	48706405	48759203	-	48180770	48255946	-	Q9Y2G2
34827-65	SL028459	Q17RN3	FA98C	Protein FAM98C	147965	FAM98C	FAM98C	147965	FAM98C	HGNC:27119	FAM98C	FAM98C	protein_coding	19	38893775	38899728	+	38403093	38409088	+	Q17RN3
34828-1	SL008047	P16401	H15	Histone H1.5	3009	H1-5	H1-5	3009	H1-5	HGNC:4719	H1-5	H1-5	protein_coding	6	27834570	27835359	-	27866792	27867588	-	P16401
34829-11	SL028460	A8MWE9	EFCB8	EF-hand calcium-binding domain-containing protein 8	388795	EFCAB8	EFCAB8	388795	EFCAB8	HGNC:34532	EFCAB8	EFCAB8	protein_coding	20	NA	NA	NA	32858923	32961845	+	A8MWE9
34830-47	SL028461	Q9HBQ8	GGA2B	Putative golgin subfamily A member 2B	NA	GOLGA2P5		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34832-8	SL028463	Q9NSQ0	RRP7B	Putative ribosomal RNA-processing protein 7 homolog B	NA	RRP7BP		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34833-22	SL015058	Q86XW9	TXND6	Thioredoxin domain-containing protein 6	347736	NME9	NME9	347736	NME9	HGNC:21343	NME9	NME9	protein_coding	3	137980279	138048728	-	138261437	138329886	-	Q86XW9
34835-13	SL025059	Q8TCX1	DC2L1	Cytoplasmic dynein 2 light intermediate chain 1	51626	DYNC2LI1	DYNC2LI1	51626	DYNC2LI1	HGNC:24595	DYNC2LI1	DYNC2LI1	protein_coding	2	44001178	44037149	+	43774039	43810010	+	Q8TCX1
34836-20	SL027673	Q86XG9	NBPF5	Putative neuroblastoma breakpoint family member 5	NA	NBPF5P		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34837-125	SL028464	Q8IWF9	CCD83	Coiled-coil domain-containing protein 83	220047	CCDC83	CCDC83	220047	CCDC83	HGNC:28535	CCDC83	CCDC83	protein_coding	11	85566144	85631051	+	85855101	85920021	+	Q8IWF9
34838-49	SL028465	Q8NHP1	ARK74	Aflatoxin B1 aldehyde reductase member 4	246181	AKR7L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3484-60	SL000271	P01019	Angiotensinogen	Angiotensinogen	183	AGT	AGT	183	AGT	HGNC:333	AGT	AGT	protein_coding	1	230838272	230850336	-	230690776	230795492	-	P01019
34842-36	SL028468	Q9UNT1	RBL2B	Rab-like protein 2B	11158	RABL2B	RABL2B	11158	RABL2B	HGNC:9800	RABL2B	RABL2B	protein_coding	22	51205920	51222087	-	50767501	50783667	-	NA
34843-77	SL028469	Q9H814	PHAX	Phosphorylated adapter RNA export protein	51808	PHAX	PHAX	51808	PHAX	HGNC:10241	PHAX	PHAX	protein_coding	5	125936607	125962944	+	126600925	126627252	+	Q9H814
34845-417	SL028470	Q9NXG2	THUM1	THUMP domain-containing protein 1	55623	THUMPD1	THUMPD1	55623	THUMPD1	HGNC:23807	THUMPD1	THUMPD1	protein_coding	16	20744986	20753199	-	20702816	20742084	-	Q9NXG2
34849-69	SL008155	P62899	RL31	60S ribosomal protein L31	6160	RPL31	RPL31	6160	RPL31	HGNC:10334	RPL31	RPL31	protein_coding	2	101618691	101636155	+	101002229	101024032	+	P62899
3485-28	SL000283	P61769	b2-Microglobulin	Beta-2-microglobulin	567	B2M	B2M	567	B2M	HGNC:914	B2M	B2M	protein_coding	15	45003685	45010357	+	44711358	44718851	+	P61769
34850-41	SL017392	O14598	VCY1	Testis-specific basic protein Y 1	9084	VCY	VCY	9084	VCY	HGNC:12668	VCY	VCY	protein_coding	Y	16168098	16168838	+	13985772	13986473	-	NA
34851-1	SL007035	O75459	GAGB1	G antigen family B member 1	8712	PAGE1	PAGE1	8712	PAGE1	HGNC:4107	PAGE1	PAGE1	protein_coding	X	49452054	49460596	-	49687447	49695984	-	O75459
34854-81	SL028475	O60384	ZN861	Putative zinc finger protein 861	NA	ZNF861P		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34855-42	SL027690	Q9UH62	ARMX3	Armadillo repeat-containing X-linked protein 3	51566	ARMCX3	ARMCX3	51566	ARMCX3	HGNC:24065	ARMCX3	ARMCX3	protein_coding	X	100878120	100882831	+	101622797	101627843	+	Q9UH62
34856-10	SL028476	B7ZAP0	RBG10	Rab GTPase-activating protein 1-like, isoform 10	9910	RABGAP1L	RABGAP1L	9910	RABGAP1L	HGNC:24663	RABGAP1L	RABGAP1L	protein_coding	1	174128552	174964445	+	174159410	174995308	+	Q5R372
3486-58	SL000299	P05230	b-ECGF	Fibroblast growth factor 1	2246	FGF1	FGF1	2246	FGF1	HGNC:3665	FGF1	FGF1	protein_coding	5	141971743	142077635	-	142592178	142698070	-	P05230
34860-5	SL028480	A8MUH7	PDZ1P	Putative PDZ domain-containing protein PDZK1P1	NA	PDZK1P1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34861-4	SL028481	A6NFE3	EFC10	EF-hand calcium-binding domain-containing protein 10	100130771	EFCAB10	EFCAB10	100130771	EFCAB10	HGNC:34531	EFCAB10	EFCAB10	protein_coding	7	105205580	105221976	-	105565120	105600875	-	A6NFE3
34863-12	SL022011	Q6P3W2	DJC24	DnaJ homolog subfamily C member 24	120526	DNAJC24	DNAJC24	120526	DNAJC24	HGNC:26979	DNAJC24	DNAJC24	protein_coding	11	31391377	31454382	+	31369840	31432835	+	Q6P3W2
34864-9	SL028482	Q5TYM5	FA72A	Protein FAM72A	729533	FAM72A	FAM72A	729533	FAM72A	HGNC:24044	FAM72A	FAM72A	protein_coding	1	206138911	206155074	+	206186179	206204414	-	Q5TYM5
34865-37	SL008089	P35268	RL22	60S ribosomal protein L22	6146	RPL22	RPL22	6146	RPL22	HGNC:10315	RPL22	RPL22	protein_coding	1	6245080	6259679	-	6159430	6209389	-	P35268
34866-33	SL028483	Q3SXY8	AR13B	ADP-ribosylation factor-like protein 13B	200894	ARL13B	ARL13B	200894	ARL13B	HGNC:25419	ARL13B	ARL13B	protein_coding	3	93698983	93774522	+	93980139	94055678	+	Q3SXY8
34867-41	SL015020	Q6KB66	K2C80	Keratin, type II cytoskeletal 80	144501	KRT80	KRT80	144501	KRT80	HGNC:27056	KRT80	KRT80	protein_coding	12	52562780	52585784	-	52168996	52192014	-	Q6KB66
34868-13	SL028484	Q9Y3A4	RRP7A	Ribosomal RNA-processing protein 7 homolog A	27341	RRP7A	RRP7A	27341	RRP7A	HGNC:24286	RRP7A	RRP7A	protein_coding	22	42904341	42915829	-	42508344	42519796	-	Q9Y3A4
34869-43	SL021492	P0DME0	SETLP	Protein SETSIP	646817	SETSIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
